現在のパス,所有Gitリポジトリ,現在Git追跡,分類案,Git管理方針案,配置・統合先案,処置案,行数,パス表記のある行,内容SHA256,確認の深さ,整理後のパス,実施処置,統合先・保持節,実施前分類,実施後分類,実施後SHA256
docs/repository-reorganization-plan.md,.,追跡済み,全体設計案,Git継続,docs/architecture/overview.md,採用された責務・依存のみ統合。未採用の再編は履歴へ,152,12,5fe08998494180607af7dad68b5d196bba9863939dd87a90844c6f8b44132d27,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/repository-reorganization-plan.md,§1・4の配置責務はREADME/overview、§7.1のM7-2は現行plan、§2–6の工程・進捗と当時の選択肢は履歴,docs/architecture/overview.md; docs/migration/v2-plan.md; docs/archive/repository-reorganization-plan.md,現行文書・案混在,履歴,5098a3ae4fd47a4103c8b02ac8aec8937287a45f4f3bfce20301b66c62460155
docs/skill-naming-policy.md,.,追跡済み,命名方針と移行案,Git継続,docs/governance/skill-naming-policy.md + docs/migration/v2-plan.md,命名規則を一箇所へ。改名の採否と移行作業は計画へ分離,150,,c1713465ccde56209e9e9dfa484f05166d8357e5513b82c0e7160649a06aed98,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/governance/skill-naming-policy.md,採用済みの規則・モデルを正本へ。重複、工程、検証履歴を分離,docs/governance/skill-naming-policy.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,ce07b15dfd337bf1986546e0123dcf0dbf56b1fa1eccb65bd7e47e1bca9137f2
docs/stab-clean-main-qualification.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,137,,22b8c5a81e855cd8357ca979fddcb990ae2a6187a8bc48fbf290b98e5ee6d944,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/stab-clean-main-qualification.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/stab-clean-main-qualification.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,1712d68603c15ece1fefe914c5b6307e388c5674caa9e21c95b056ea6f8c5f7a
docs/stab-current-composition-recovery-qualification.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,117,,4c2bb0ff702213275f0c074b7f0ce412d54d5dad0a3012668f0d7cbe9416d43e,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/stab-current-composition-recovery-qualification.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/stab-current-composition-recovery-qualification.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,9a1f21e8af36d1bc635f9f099703c7b7a85f2f121875d45518bae5e46f921fcc
docs/stab-inc01-provider-discovery-failure.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,90,46,550a4b8b76ada44f7614b158d1f67f9f6332699ae0547a775910fcd4ea20ca96,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/stab-inc01-provider-discovery-failure.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/stab-inc01-provider-discovery-failure.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,d992aca28da18037dd69f68e89ff770aafc3323028638766926a3df7c2714f16
docs/stab-native-cli-artifact-qualification.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,106,51,cb23d4292be0256bd4e8a52e3e06b48d831592f127d199fc94323f7b7f4b6056,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/stab-native-cli-artifact-qualification.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/stab-native-cli-artifact-qualification.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,2cbf75161382685c2540f7d97e85b57c97b27f57293ef0e39b52afae6c432a55
docs/stab-production-dependency-recovery-preflight.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,212,"19,20,23,65",2930b5569c17143298c294f569b1ef320c7ef440bebd4c85c695f3481af0e53a,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/stab-production-dependency-recovery-preflight.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/stab-production-dependency-recovery-preflight.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,0b675a8903e853ddd6749a35166ae775c417be9a4de0b248348245fedf9ac7d6
docs/stab0-offline-workflow-triage.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,89,68,3ba57ec47c9b576f8efdd6a4ab88805db4915c25514897ed4106f4cc148006ed,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/stab0-offline-workflow-triage.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/stab0-offline-workflow-triage.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,8e301fd72e256c56fd6427f23b8b9d3ad662cb8ed0190b2b2fb2cf33e67b6fd0
docs/task-orchestration-policy.md,.,追跡済み,共通開発方針,Git継続,docs/governance/development-policy.md + AGENTS.md + docs/migration/v2-plan.md,共通開発手順、エージェントへの具体的指示、作業割当・一時制約を内容別に分離。READMEの基本方針は参照。旧制約は現行扱いせず、必要な一時制約に対象・解除条件を付ける,335,,6a180681b91a17eea15075d5d621b5047bbb30a6635e8405018dd75ed20e643a,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/governance/development-policy.md,採用済みの規則・モデルを正本へ。重複、工程、検証履歴を分離,docs/governance/development-policy.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,db68ae9687e465d700dfe23e327b46d765e111169dd36c705d257130e17e2f7a
docs/v2-development-coordination.md,.,追跡済み,引継ぎ・調整記録,Gitで現況と要点を保持,docs/migration/status.md + docs/archive/,現在の作業順序を一箇所へ。取消済み修復指示は現行扱いしない。長い履歴は再掲せず参照,468,"10,95,117,152,176,205,236,261,278,347,360,418",12d7a958af556c1a360890d6b6b133c6e4e6f394a4952b9489d3e1882345a9fa,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/v2-development-coordination.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/v2-development-coordination.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,0c7c129ee61505283d7f95163a48ded40d7d158a898343d567c6feedda56435f
docs/v2-migration-pert.md,.,追跡済み,移行計画・進捗,Git継続,docs/migration/v2-plan.md + docs/migration/status.md,基盤→Provider→Skillへ計画を統合。現在状態と当時の評価を分離。日本語案の承認後に英語正本へ反映,191,,f770ae5f76e30668f0a15118afa58f4f51bf2a906d349069fae912bbbd596817,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/v2-migration-pert.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/v2-migration-pert.md（全文保持、移動時はリンクを調整）,現行文書・案混在,履歴,fa65198872648a27b4d548589e8fb8b6f980b4e5383ad597d25b0ea0a9fdacae
docs/v2-migration-plan-review-ja.md,.,追跡済み,移行計画・進捗,Git継続,docs/migration/v2-plan.md + docs/migration/status.md,基盤→Provider→Skillへ計画を統合。現在状態と当時の評価を分離。日本語案の承認後に英語正本へ反映,131,,e162adc8b01b28b3fa7695d33d06c99df0747e343c80e6add9f02a2902fa2d9c,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/reviews/v2-migration-plan-review-ja.md,未採用の提案・未解決部分をレビューとして保持。整理承認で採用しない,docs/reviews/v2-migration-plan-review-ja.md（全文保持、移動時はリンクを調整）,レビュー,レビュー,4ed2de974cdeecbf5118b058f7ccb6711bb318b0ab42ee8026bf8e4b1b75048f
docs/v2-migration-plan.md,.,追跡済み,移行計画・進捗,Git継続,docs/migration/v2-plan.md + docs/migration/status.md,基盤→Provider→Skillへ計画を統合。現在状態と当時の評価を分離。日本語案の承認後に英語正本へ反映,1541,14,7aab7931910c8c0deb3b9bf525743b1ddbeb9538f0c6f8ceb8e902b110980963,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/v2-migration-plan.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/v2-migration-plan.md（全文保持、移動時はリンクを調整）,現行文書・案混在,履歴,f4c541b738ba0c16bd3fd79ac5ef639d483309f929181f66496c2835cd790bb2
docs/v2-skill-naming-and-migration-plan.md,.,追跡済み,命名方針と移行案,Git継続,docs/governance/skill-naming-policy.md + docs/migration/v2-plan.md,命名規則を一箇所へ。改名の採否と移行作業は計画へ分離,265,,f48e5abf345c691ca66cc5b89a003cfdf29be03d80c766a8308ec5c18cfe8a92,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/reviews/v2-skill-naming-and-migration-plan.md,未採用の提案・未解決部分をレビューとして保持。整理承認で採用しない,docs/reviews/v2-skill-naming-and-migration-plan.md（全文保持、移動時はリンクを調整）,レビュー,レビュー,d7ee999960a4403289d9535d422950b19eff4279872ab0d9a1f86d5201baa980
docs/v2-task-execution-instructions.md,.,追跡済み,共通開発方針,Git継続,docs/governance/development-policy.md + AGENTS.md + docs/migration/v2-plan.md,共通開発手順、エージェントへの具体的指示、作業割当・一時制約を内容別に分離。READMEの基本方針は参照。旧制約は現行扱いせず、必要な一時制約に対象・解除条件を付ける,96,,c301b2269eb06b139b903d4d4eab83e59c9f98aa309fd14cdcd9d81994db653e,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/governance/development-policy.md,具体的指示はAGENTS、共通手順はdevelopment-policy、backup dispositionはplan/所有契約。重複文書を削除、原版は既存Git履歴/旧handoff履歴で追跡可,AGENTS.md; docs/governance/development-policy.md; docs/migration/v2-plan.md,現行文書・案混在,現行文書,db68ae9687e465d700dfe23e327b46d765e111169dd36c705d257130e17e2f7a
docs/v2-task-handoff-history-2026-09-05.md,.,追跡済み,過去の調査・実装・保全記録,Gitは判断と検証要約、作業実体は対象外,docs/archive/（全体記録）または所有repoのdocs/archive/,記録を現在の手順から外す。承認済み判断・再現に必要な要約を残し、生ログや一時出力はlocal archiveへ。内容選別後に配置確定,1389,,198322f5edfe9cf950795f2598a06112ad09103ec5d9ea4c58529f6ce72ac9c7,全文機械照合、表題・状態・責務の確認。主要な重複群は本文比較,docs/archive/v2-task-handoff-history-2026-09-05.md,当時の工程・判断・検証を履歴化。現在の順序はmigration/v2-plan.md、状態はmigration/status.md,docs/archive/v2-task-handoff-history-2026-09-05.md（全文保持、移動時はリンクを調整）,履歴・進捗混在,履歴,ff54676a3d441157f40ac959be91a77ece4f20a2595748f066845596dfaf7741
